,T,H,Time
0,26.0,38.0,5158
1,26.0,38.0,5159
2,26.0,38.0,5160
3,26.0,38.0,5161
4,26.0,38.0,5162
5,26.0,38.0,5163
6,26.0,38.0,5164
7,26.0,38.0,5165
8,26.0,38.0,5166
9,26.0,38.0,5167
10,26.0,38.0,5168
11,26.0,38.0,5169
12,26.0,38.0,5170
13,26.0,38.0,5171
14,26.0,38.0,5172
15,26.0,38.0,5173
16,26.0,38.0,5174
17,26.0,38.0,5175
18,26.0,38.0,5176
19,26.0,38.0,5177
20,26.0,38.0,5178
21,26.0,38.0,5179
22,26.0,38.0,5180
23,26.0,38.0,5181
24,26.0,38.0,5183
25,26.0,38.0,5184
26,26.0,38.0,5185
27,26.0,38.0,5186
28,26.0,38.0,5187
29,26.0,38.0,5188
30,26.0,38.0,5189
31,26.0,38.0,5190
32,26.0,38.0,5191
33,26.0,38.0,5192
34,26.0,38.0,5193
35,26.0,38.0,5194
36,26.0,38.0,5195
37,26.0,38.0,5196
38,26.0,38.0,5197
39,26.0,38.0,5198
40,26.0,38.0,5199
41,26.0,38.0,5200
42,26.0,38.0,5201
43,26.0,38.0,5202
44,26.0,38.0,5203
45,26.0,38.0,5204
46,26.0,38.0,5205
47,26.0,38.0,5206
48,26.0,38.0,5207
49,26.0,38.0,5208
50,26.0,38.0,5209
51,26.0,38.0,5210
52,26.0,38.0,5211
53,26.0,38.0,5212
54,26.0,38.0,5213
55,26.0,38.0,5214
56,26.0,38.0,5215
57,26.0,38.0,5216
58,26.0,38.0,5217
59,26.0,38.0,5219
60,26.0,38.0,5220
61,26.0,38.0,5221
62,26.0,38.0,5222
63,26.0,38.0,5223
64,26.0,38.0,5224
65,26.0,38.0,5225
66,26.0,38.0,5226
67,26.0,38.0,5227
68,26.0,38.0,5228
69,26.0,38.0,5229
70,26.0,38.0,5230
71,26.0,38.0,5231
72,26.0,38.0,5232
73,26.0,38.0,5233
74,26.0,38.0,5234
75,26.0,38.0,5235
76,26.0,38.0,5236
77,26.0,38.0,5237
78,26.0,38.0,5238
79,26.0,38.0,5239
80,26.0,38.0,5240
81,26.0,38.0,5241
82,26.0,38.0,5242
83,26.0,38.0,5243
84,26.0,38.0,5244
85,26.0,38.0,5245
86,26.0,38.0,5246
87,26.0,38.0,5247
88,26.0,38.0,5248
89,26.0,38.0,5249
90,26.0,38.0,5250
91,26.0,38.0,5252
92,26.0,38.0,5253
93,26.0,38.0,5254
94,26.0,38.0,5255
95,26.0,38.0,5256
96,26.0,38.0,5257
97,26.0,38.0,5258
98,26.0,38.0,5259
99,26.0,38.0,5260
100,26.0,38.0,5261
101,26.0,38.0,5262
102,26.0,38.0,5263
103,26.0,38.0,5264
104,26.0,38.0,5265
105,26.0,38.0,5266
106,26.0,38.0,5267
107,26.0,38.0,5268
108,26.0,38.0,5269
109,26.0,38.0,5270
110,26.0,38.0,5271
111,26.0,38.0,5272
112,26.0,38.0,5273
113,26.0,38.0,5274
114,26.0,38.0,5275
115,26.0,38.0,5276
116,26.0,38.0,5277
117,26.0,38.0,5278
118,26.0,38.0,5279
119,26.0,38.0,5280
120,26.0,38.0,5281
121,26.0,38.0,5282
122,26.0,38.0,5283
123,26.0,38.0,5284
124,26.0,38.0,5286
125,26.0,38.0,5287
126,26.0,38.0,5288
127,26.0,38.0,5289
128,26.0,38.0,5290
129,26.0,38.0,5291
130,26.0,38.0,5292
131,26.0,38.0,5293
132,26.0,38.0,5294
133,26.0,38.0,5295
134,26.0,38.0,5296
135,26.0,38.0,5297
136,26.0,38.0,5298
137,26.0,38.0,5299
138,26.0,38.0,5300
139,26.0,38.0,5301
140,26.0,38.0,5302
141,26.0,38.0,5303
142,26.0,38.0,5304
143,26.0,38.0,5305
144,26.0,38.0,5306
145,26.0,38.0,5307
146,26.0,38.0,5308
147,26.0,38.0,5309
148,26.0,38.0,5310
149,26.0,38.0,5311
150,26.0,38.0,5312
151,26.0,38.0,5313
152,26.0,38.0,5314
153,26.0,38.0,5315
154,26.0,38.0,5316
155,26.0,38.0,5317
156,26.0,38.0,5318
157,26.0,38.0,5320
158,26.0,38.0,5321
159,26.0,38.0,5322
160,26.0,38.0,5323
161,26.0,38.0,5324
162,26.0,38.0,5325
163,26.0,38.0,5326
164,26.0,38.0,5327
165,26.0,38.0,5328
166,26.0,38.0,5329
167,26.0,38.0,5330
168,26.0,38.0,5331
169,26.0,38.0,5332
170,26.0,38.0,5333
171,26.0,38.0,5334
172,26.0,38.0,5335
173,26.0,38.0,5336
174,26.0,38.0,5337
175,26.0,38.0,5338
176,26.0,38.0,5339
177,26.0,38.0,5340
178,26.0,38.0,5341
179,26.0,38.0,5342
180,26.0,38.0,5343
181,26.0,38.0,5344
182,26.0,38.0,5345
183,26.0,38.0,5346
184,26.0,38.0,5347
185,26.0,38.0,5348
186,26.0,38.0,5349
187,26.0,38.0,5350
188,26.0,38.0,5351
189,26.0,38.0,5353
190,26.0,38.0,5354
191,26.0,38.0,5355
192,26.0,38.0,5356
193,26.0,38.0,5357
194,26.0,38.0,5358
195,26.0,38.0,5359
196,26.0,38.0,5360
197,26.0,38.0,5361
198,26.0,38.0,5362
199,26.0,38.0,5363
200,26.0,38.0,5364
201,26.0,38.0,5365
202,26.0,38.0,5366
203,26.0,38.0,5367
204,26.0,38.0,5368
205,26.0,38.0,5369
206,26.0,38.0,5370
207,26.0,38.0,5371
208,26.0,38.0,5372
