,T,H,Time
0,27.0,37.0,4123
1,27.0,37.0,4124
2,27.0,37.0,4125
3,27.0,37.0,4126
4,27.0,36.0,4127
5,27.0,36.0,4128
6,27.0,36.0,4129
7,27.0,36.0,4131
8,27.0,37.0,4132
9,27.0,37.0,4133
10,27.0,36.0,4134
11,27.0,36.0,4135
12,27.0,36.0,4136
13,27.0,36.0,4137
14,27.0,36.0,4138
15,27.0,36.0,4139
16,27.0,36.0,4140
17,27.0,36.0,4141
18,27.0,36.0,4142
19,27.0,36.0,4143
20,27.0,36.0,4144
21,27.0,36.0,4145
22,27.0,36.0,4146
23,27.0,36.0,4147
24,27.0,37.0,4148
25,27.0,37.0,4149
26,27.0,37.0,4150
27,27.0,37.0,4151
28,27.0,37.0,4152
29,27.0,37.0,4153
30,27.0,37.0,4154
31,27.0,37.0,4155
32,27.0,37.0,4156
33,27.0,37.0,4157
34,27.0,37.0,4158
35,27.0,37.0,4159
36,27.0,36.0,4160
37,27.0,36.0,4161
38,27.0,37.0,4162
39,27.0,37.0,4163
40,27.0,37.0,4164
41,27.0,37.0,4165
42,27.0,37.0,4166
43,27.0,37.0,4168
44,27.0,37.0,4169
45,27.0,37.0,4170
46,27.0,37.0,4171
47,27.0,37.0,4172
48,27.0,37.0,4173
49,27.0,37.0,4174
50,27.0,36.0,4175
51,27.0,36.0,4176
52,27.0,36.0,4177
53,27.0,36.0,4178
54,27.0,37.0,4179
55,27.0,37.0,4180
56,27.0,36.0,4181
57,27.0,36.0,4182
58,27.0,37.0,4183
59,27.0,37.0,4184
60,27.0,37.0,4185
61,27.0,37.0,4186
62,27.0,37.0,4187
63,27.0,37.0,4188
64,27.0,37.0,4189
65,27.0,37.0,4190
66,27.0,37.0,4191
67,27.0,37.0,4192
68,27.0,37.0,4193
69,27.0,37.0,4194
70,27.0,37.0,4195
71,27.0,37.0,4196
72,27.0,37.0,4197
73,27.0,37.0,4198
74,27.0,37.0,4199
75,27.0,37.0,4200
76,27.0,37.0,4202
77,27.0,37.0,4203
78,27.0,37.0,4204
79,27.0,37.0,4205
80,27.0,37.0,4206
81,27.0,37.0,4207
82,27.0,37.0,4208
83,27.0,37.0,4209
84,27.0,37.0,4210
85,27.0,37.0,4211
86,27.0,37.0,4212
87,27.0,37.0,4213
88,27.0,37.0,4214
89,27.0,37.0,4215
90,27.0,37.0,4216
91,27.0,37.0,4217
