,T,H,Time
0,26.0,39.0,517
1,26.0,39.0,518
2,26.0,39.0,519
3,26.0,39.0,520
4,26.0,39.0,521
5,26.0,39.0,522
6,26.0,39.0,523
7,26.0,39.0,524
8,26.0,39.0,525
9,26.0,39.0,526
10,26.0,39.0,527
11,26.0,39.0,528
12,26.0,39.0,529
13,26.0,39.0,530
14,26.0,39.0,531
15,26.0,39.0,532
16,26.0,39.0,533
17,26.0,39.0,534
18,26.0,39.0,535
19,26.0,39.0,536
20,26.0,39.0,537
21,26.0,39.0,538
22,26.0,39.0,539
23,26.0,39.0,541
24,26.0,39.0,542
25,26.0,39.0,543
26,26.0,39.0,544
27,26.0,39.0,545
28,26.0,39.0,546
29,26.0,39.0,547
30,26.0,39.0,548
31,26.0,39.0,549
32,26.0,39.0,550
33,26.0,39.0,551
34,26.0,39.0,552
35,26.0,39.0,553
36,26.0,39.0,554
37,26.0,39.0,555
38,26.0,39.0,556
39,26.0,39.0,557
40,26.0,39.0,558
41,26.0,39.0,559
42,26.0,39.0,560
43,26.0,39.0,561
44,26.0,39.0,562
45,26.0,39.0,563
46,26.0,39.0,564
47,26.0,39.0,565
48,26.0,39.0,566
49,26.0,39.0,567
50,26.0,39.0,568
51,26.0,39.0,569
52,26.0,39.0,570
53,26.0,39.0,571
54,26.0,39.0,572
55,26.0,39.0,573
56,26.0,39.0,575
57,26.0,39.0,576
58,26.0,39.0,577
59,26.0,39.0,578
60,26.0,39.0,579
61,26.0,39.0,580
62,26.0,39.0,581
63,26.0,39.0,582
64,26.0,39.0,583
65,26.0,39.0,584
66,26.0,39.0,585
67,26.0,39.0,586
68,26.0,39.0,587
69,26.0,39.0,588
70,26.0,39.0,589
71,26.0,39.0,590
72,26.0,39.0,591
73,26.0,39.0,592
74,26.0,39.0,593
75,26.0,39.0,594
76,26.0,39.0,595
77,26.0,39.0,596
78,26.0,39.0,597
79,26.0,39.0,598
80,26.0,39.0,599
81,26.0,39.0,600
82,26.0,39.0,601
83,26.0,39.0,602
84,26.0,39.0,603
85,26.0,39.0,604
86,26.0,39.0,605
87,26.0,39.0,606
88,26.0,39.0,607
89,26.0,39.0,609
90,26.0,39.0,610
91,26.0,39.0,611
92,26.0,39.0,612
93,26.0,39.0,613
94,26.0,39.0,614
95,26.0,39.0,615
96,26.0,39.0,616
97,26.0,39.0,617
98,26.0,39.0,618
99,26.0,39.0,619
100,26.0,39.0,620
101,26.0,39.0,621
102,26.0,39.0,622
103,26.0,39.0,623
104,26.0,39.0,624
105,26.0,39.0,625
106,26.0,39.0,626
107,26.0,39.0,627
108,26.0,39.0,628
109,26.0,39.0,629
110,26.0,39.0,630
111,26.0,39.0,631
112,26.0,39.0,632
113,26.0,39.0,633
114,26.0,39.0,634
115,26.0,39.0,635
116,26.0,39.0,636
117,26.0,39.0,637
118,26.0,39.0,638
119,26.0,39.0,639
120,26.0,39.0,640
121,26.0,39.0,641
122,26.0,39.0,643
123,26.0,39.0,644
124,26.0,39.0,645
125,26.0,39.0,646
126,26.0,39.0,647
127,26.0,39.0,648
128,26.0,39.0,649
129,26.0,39.0,650
130,26.0,39.0,651
131,26.0,39.0,652
132,26.0,39.0,653
133,26.0,39.0,654
134,26.0,39.0,655
135,26.0,39.0,656
136,26.0,39.0,657
137,26.0,39.0,658
138,26.0,39.0,659
139,26.0,39.0,660
140,26.0,39.0,661
141,26.0,39.0,662
142,26.0,39.0,663
143,26.0,39.0,664
144,26.0,39.0,665
145,26.0,39.0,666
146,26.0,39.0,667
147,26.0,39.0,668
148,26.0,39.0,669
149,26.0,39.0,670
150,26.0,39.0,671
151,26.0,39.0,672
152,26.0,39.0,673
153,26.0,39.0,674
154,26.0,39.0,675
155,26.0,39.0,677
156,26.0,39.0,678
157,26.0,39.0,679
158,26.0,39.0,680
159,26.0,39.0,681
160,26.0,39.0,682
161,26.0,39.0,683
162,26.0,39.0,684
163,26.0,39.0,685
164,26.0,39.0,686
165,26.0,39.0,687
166,26.0,39.0,688
167,26.0,39.0,689
168,26.0,39.0,690
169,26.0,39.0,691
170,26.0,39.0,692
171,26.0,39.0,693
172,26.0,39.0,694
173,26.0,39.0,695
174,26.0,39.0,696
175,26.0,39.0,697
176,26.0,39.0,698
177,26.0,39.0,699
178,26.0,39.0,700
179,26.0,39.0,701
180,26.0,39.0,702
181,26.0,39.0,703
182,26.0,39.0,704
183,26.0,39.0,705
184,26.0,39.0,706
185,26.0,39.0,707
186,26.0,39.0,708
187,26.0,39.0,710
188,26.0,39.0,711
189,26.0,39.0,712
190,26.0,39.0,713
191,26.0,39.0,714
192,26.0,38.0,715
193,26.0,38.0,716
194,26.0,39.0,717
195,26.0,39.0,718
196,26.0,39.0,719
197,26.0,39.0,720
198,26.0,39.0,721
199,26.0,39.0,722
200,26.0,39.0,723
201,26.0,39.0,724
202,26.0,39.0,725
203,26.0,39.0,726
204,26.0,39.0,727
205,26.0,39.0,728
206,26.0,39.0,729
207,26.0,39.0,730
208,26.0,39.0,731
209,26.0,39.0,732
210,26.0,39.0,733
211,26.0,39.0,734
212,26.0,39.0,735
213,26.0,39.0,736
214,26.0,39.0,737
215,26.0,39.0,738
216,26.0,39.0,739
217,26.0,39.0,740
218,26.0,39.0,741
219,26.0,39.0,742
220,26.0,38.0,744
221,26.0,38.0,745
222,26.0,39.0,746
223,26.0,39.0,747
224,26.0,39.0,748
225,26.0,39.0,749
226,26.0,39.0,750
