,T,H,Time
0,27.0,37.0,3093
1,27.0,37.0,3094
2,27.0,37.0,3095
3,27.0,37.0,3096
4,27.0,37.0,3097
5,27.0,37.0,3098
6,27.0,37.0,3099
7,27.0,37.0,3100
8,27.0,37.0,3101
9,27.0,37.0,3102
10,27.0,37.0,3103
11,27.0,37.0,3104
12,27.0,37.0,3105
13,27.0,37.0,3106
14,27.0,37.0,3107
15,27.0,37.0,3108
16,27.0,37.0,3109
17,27.0,37.0,3110
18,27.0,37.0,3111
19,27.0,37.0,3112
20,27.0,37.0,3113
21,27.0,37.0,3114
22,27.0,37.0,3116
23,27.0,37.0,3117
24,27.0,37.0,3118
25,27.0,37.0,3119
26,27.0,37.0,3120
27,27.0,37.0,3121
28,27.0,37.0,3122
29,27.0,37.0,3123
30,27.0,37.0,3124
31,27.0,37.0,3125
32,27.0,37.0,3126
33,27.0,37.0,3127
34,27.0,37.0,3128
35,27.0,37.0,3129
36,27.0,37.0,3130
37,27.0,37.0,3131
38,27.0,37.0,3132
39,27.0,37.0,3133
40,27.0,37.0,3134
41,27.0,37.0,3135
42,27.0,37.0,3136
43,27.0,37.0,3137
44,27.0,37.0,3138
45,27.0,37.0,3139
46,27.0,37.0,3140
47,27.0,37.0,3141
48,27.0,37.0,3142
49,27.0,37.0,3143
50,27.0,37.0,3144
51,27.0,37.0,3145
52,27.0,37.0,3146
53,27.0,37.0,3147
54,27.0,37.0,3148
55,27.0,37.0,3149
56,27.0,37.0,3151
57,27.0,37.0,3152
58,27.0,37.0,3153
59,27.0,37.0,3154
60,27.0,37.0,3155
61,27.0,37.0,3156
62,27.0,37.0,3157
63,27.0,37.0,3158
64,27.0,37.0,3159
65,27.0,37.0,3160
66,27.0,37.0,3161
67,27.0,37.0,3162
68,27.0,37.0,3163
69,27.0,37.0,3164
70,27.0,37.0,3165
71,27.0,37.0,3166
72,27.0,37.0,3167
73,27.0,37.0,3168
74,27.0,37.0,3169
75,27.0,37.0,3170
76,27.0,37.0,3171
77,27.0,37.0,3172
78,27.0,37.0,3173
79,27.0,37.0,3174
80,27.0,37.0,3175
81,27.0,37.0,3176
82,27.0,37.0,3177
83,27.0,37.0,3178
84,27.0,37.0,3179
85,27.0,37.0,3180
86,27.0,37.0,3181
87,27.0,37.0,3182
88,27.0,37.0,3184
89,27.0,37.0,3185
90,27.0,37.0,3186
91,27.0,37.0,3187
92,27.0,37.0,3188
93,27.0,37.0,3189
94,27.0,37.0,3190
95,27.0,37.0,3191
96,27.0,37.0,3192
97,27.0,37.0,3193
98,27.0,37.0,3194
99,27.0,37.0,3195
100,27.0,37.0,3196
101,27.0,37.0,3197
