,T,H,Time
0,26.0,38.0,5154
1,26.0,38.0,5155
2,26.0,38.0,5156
3,26.0,38.0,5157
4,26.0,38.0,5158
5,26.0,38.0,5159
6,26.0,38.0,5160
7,26.0,38.0,5161
8,26.0,38.0,5162
9,26.0,38.0,5163
10,26.0,38.0,5164
11,26.0,38.0,5165
12,26.0,38.0,5166
13,26.0,38.0,5167
14,26.0,38.0,5168
15,26.0,38.0,5169
16,26.0,38.0,5170
17,26.0,38.0,5171
18,26.0,38.0,5172
19,26.0,38.0,5173
20,26.0,38.0,5174
21,26.0,38.0,5175
22,26.0,38.0,5176
23,26.0,38.0,5177
24,26.0,38.0,5178
25,26.0,38.0,5179
26,26.0,38.0,5180
27,26.0,38.0,5181
28,26.0,38.0,5183
29,26.0,38.0,5184
30,26.0,38.0,5185
31,26.0,38.0,5186
32,26.0,38.0,5187
33,26.0,38.0,5188
34,26.0,38.0,5189
35,26.0,38.0,5190
36,26.0,38.0,5191
37,26.0,38.0,5192
38,26.0,38.0,5193
39,26.0,38.0,5194
40,26.0,38.0,5195
41,26.0,38.0,5196
42,26.0,38.0,5197
43,26.0,38.0,5198
44,26.0,38.0,5199
45,26.0,38.0,5200
46,26.0,38.0,5201
47,26.0,38.0,5202
48,26.0,38.0,5203
49,26.0,38.0,5204
50,26.0,38.0,5205
51,26.0,38.0,5206
52,26.0,38.0,5207
53,26.0,38.0,5208
54,26.0,38.0,5209
55,26.0,38.0,5210
56,26.0,38.0,5211
57,26.0,38.0,5212
58,26.0,38.0,5213
59,26.0,38.0,5214
60,26.0,38.0,5215
61,26.0,38.0,5216
62,26.0,38.0,5217
63,26.0,38.0,5219
64,26.0,38.0,5220
65,26.0,38.0,5221
66,26.0,38.0,5222
67,26.0,38.0,5223
68,26.0,38.0,5224
69,26.0,38.0,5225
70,26.0,38.0,5226
71,26.0,38.0,5227
72,26.0,38.0,5228
73,26.0,38.0,5229
74,26.0,38.0,5230
75,26.0,38.0,5231
76,26.0,38.0,5232
77,26.0,38.0,5233
78,26.0,38.0,5234
79,26.0,38.0,5235
80,26.0,38.0,5236
81,26.0,38.0,5237
82,26.0,38.0,5238
83,26.0,38.0,5239
84,26.0,38.0,5240
85,26.0,38.0,5241
86,26.0,38.0,5242
87,26.0,38.0,5243
88,26.0,38.0,5244
89,26.0,38.0,5245
90,26.0,38.0,5246
91,26.0,38.0,5247
92,26.0,38.0,5248
93,26.0,38.0,5249
94,26.0,38.0,5250
95,26.0,38.0,5252
96,26.0,38.0,5253
97,26.0,38.0,5254
98,26.0,38.0,5255
99,26.0,38.0,5256
100,26.0,38.0,5257
101,26.0,38.0,5258
102,26.0,38.0,5259
103,26.0,38.0,5260
104,26.0,38.0,5261
105,26.0,38.0,5262
106,26.0,38.0,5263
107,26.0,38.0,5264
108,26.0,38.0,5265
109,26.0,38.0,5266
110,26.0,38.0,5267
111,26.0,38.0,5268
112,26.0,38.0,5269
113,26.0,38.0,5270
114,26.0,38.0,5271
115,26.0,38.0,5272
116,26.0,38.0,5273
117,26.0,38.0,5274
118,26.0,38.0,5275
119,26.0,38.0,5276
120,26.0,38.0,5277
121,26.0,38.0,5278
122,26.0,38.0,5279
123,26.0,38.0,5280
124,26.0,38.0,5281
125,26.0,38.0,5282
126,26.0,38.0,5283
127,26.0,38.0,5284
128,26.0,38.0,5286
129,26.0,38.0,5287
130,26.0,38.0,5288
131,26.0,38.0,5289
132,26.0,38.0,5290
133,26.0,38.0,5291
134,26.0,38.0,5292
135,26.0,38.0,5293
136,26.0,38.0,5294
137,26.0,38.0,5295
138,26.0,38.0,5296
139,26.0,38.0,5297
140,26.0,38.0,5298
141,26.0,38.0,5299
142,26.0,38.0,5300
143,26.0,38.0,5301
144,26.0,38.0,5302
145,26.0,38.0,5303
146,26.0,38.0,5304
147,26.0,38.0,5305
148,26.0,38.0,5306
149,26.0,38.0,5307
150,26.0,38.0,5308
151,26.0,38.0,5309
152,26.0,38.0,5310
153,26.0,38.0,5311
154,26.0,38.0,5312
155,26.0,38.0,5313
156,26.0,38.0,5314
157,26.0,38.0,5315
158,26.0,38.0,5316
159,26.0,38.0,5317
160,26.0,38.0,5318
161,26.0,38.0,5320
162,26.0,38.0,5321
163,26.0,38.0,5322
164,26.0,38.0,5323
165,26.0,38.0,5324
166,26.0,38.0,5325
167,26.0,38.0,5326
168,26.0,38.0,5327
169,26.0,38.0,5328
170,26.0,38.0,5329
171,26.0,38.0,5330
172,26.0,38.0,5331
173,26.0,38.0,5332
174,26.0,38.0,5333
175,26.0,38.0,5334
176,26.0,38.0,5335
177,26.0,38.0,5336
178,26.0,38.0,5337
179,26.0,38.0,5338
180,26.0,38.0,5339
181,26.0,38.0,5340
182,26.0,38.0,5341
183,26.0,38.0,5342
184,26.0,38.0,5343
185,26.0,38.0,5344
186,26.0,38.0,5345
187,26.0,38.0,5346
188,26.0,38.0,5347
189,26.0,38.0,5348
190,26.0,38.0,5349
191,26.0,38.0,5350
192,26.0,38.0,5351
193,26.0,38.0,5353
194,26.0,38.0,5354
195,26.0,38.0,5355
196,26.0,38.0,5356
197,26.0,38.0,5357
198,26.0,38.0,5358
199,26.0,38.0,5359
200,26.0,38.0,5360
201,26.0,38.0,5361
202,26.0,38.0,5362
203,26.0,38.0,5363
204,26.0,38.0,5364
205,26.0,38.0,5365
206,26.0,38.0,5366
207,26.0,38.0,5367
208,26.0,38.0,5368
209,26.0,38.0,5369
210,26.0,38.0,5370
211,26.0,38.0,5371
212,26.0,38.0,5372
213,26.0,38.0,5373
214,26.0,38.0,5374
215,26.0,38.0,5375
216,26.0,38.0,5376
217,26.0,38.0,5377
218,26.0,38.0,5378
219,26.0,38.0,5379
220,26.0,38.0,5380
221,26.0,38.0,5381
222,26.0,38.0,5382
223,26.0,38.0,5383
224,26.0,38.0,5384
225,26.0,38.0,5385
