,T,H,Time
0,26.0,38.0,208
1,26.0,38.0,209
2,26.0,38.0,210
3,26.0,38.0,211
4,26.0,38.0,212
5,26.0,38.0,213
6,26.0,38.0,214
7,26.0,38.0,215
8,26.0,38.0,216
9,26.0,38.0,217
10,26.0,38.0,218
11,26.0,38.0,219
12,26.0,38.0,220
13,26.0,38.0,221
14,26.0,38.0,222
15,26.0,38.0,223
16,26.0,38.0,224
17,26.0,38.0,225
18,26.0,38.0,226
19,26.0,38.0,227
20,26.0,38.0,228
21,26.0,38.0,229
22,26.0,41.0,230
23,26.0,41.0,231
24,26.0,49.0,232
25,26.0,49.0,233
26,26.0,47.0,235
27,26.0,47.0,236
28,26.0,45.0,237
29,26.0,45.0,238
30,26.0,44.0,239
31,26.0,44.0,240
32,26.0,42.0,241
33,26.0,42.0,242
34,26.0,42.0,243
35,26.0,42.0,244
36,26.0,41.0,245
37,26.0,41.0,246
38,26.0,40.0,247
39,26.0,40.0,248
40,26.0,40.0,249
41,26.0,40.0,250
42,26.0,40.0,251
43,26.0,40.0,252
44,26.0,39.0,253
45,26.0,39.0,254
46,26.0,39.0,255
47,26.0,39.0,256
48,26.0,40.0,257
49,26.0,40.0,258
50,26.0,41.0,259
51,26.0,41.0,260
52,26.0,47.0,261
53,26.0,47.0,262
54,26.0,45.0,263
55,26.0,45.0,264
56,26.0,44.0,265
57,26.0,44.0,266
58,26.0,43.0,267
59,26.0,43.0,269
60,26.0,42.0,270
61,26.0,42.0,271
62,26.0,41.0,272
63,26.0,41.0,273
64,26.0,40.0,274
65,26.0,40.0,275
66,26.0,40.0,276
67,26.0,40.0,277
68,26.0,48.0,278
69,26.0,48.0,279
70,26.0,60.0,280
71,26.0,60.0,281
72,26.0,68.0,282
73,26.0,68.0,283
74,26.0,75.0,284
75,26.0,75.0,285
76,26.0,79.0,286
77,26.0,79.0,287
78,26.0,81.0,288
79,26.0,81.0,289
80,26.0,83.0,290
81,26.0,83.0,291
82,26.0,83.0,292
83,26.0,83.0,293
84,26.0,83.0,294
85,26.0,83.0,295
86,26.0,84.0,296
87,26.0,84.0,297
88,27.0,85.0,298
89,27.0,85.0,299
90,27.0,82.0,300
91,27.0,82.0,301
92,27.0,77.0,303
93,27.0,77.0,304
94,27.0,68.0,305
95,27.0,68.0,306
96,27.0,60.0,307
97,27.0,60.0,308
98,27.0,54.0,309
99,27.0,54.0,310
